Rule class order,Rule class name,RuleType,row (within class),feast / season type,evening name,day name,Is Seasonal Time,ByDayOfWeek-Weekday,ByDayOfMonth-Year,ByDayOfMonth-Month,ByDayOfMonth-Day,OT1,OT2a,OT2b,NT1,NT2,Morning OT,Morning NT,Evening OT,Evening NT,M Psalm main,M Psalm optional,M omitted if canticle,E Psalm main,E optional,E omitted if canticle
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,139,,,Week of 29th Sunday in Ordinary Time,FALSE,S,,,,2 Kings 17:1–23,Ezekiel 24:15–end,2 Chronicles 24:1–22,Acts 28:17–end,Mark 16:9–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,140,,,30th Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,141,,,Week of 30th Sunday in Ordinary Time,FALSE,M,,,,2 Kings 17:24–end,Ezekiel 28:1–19,2 Chronicles 26:1–21,Philippians 1:1–11,John 13:1–11,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,142,,,Week of 30th Sunday in Ordinary Time,FALSE,T,,,,2 Kings 18:1–12,Ezekiel 33:1–20,2 Chronicles 28,Philippians 1:12–end,John 13:12–20,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,143,,,Week of 30th Sunday in Ordinary Time,FALSE,W,,,,2 Kings 18:13–end,Ezekiel 33:21–end,2 Chronicles 29:1–19,Philippians 2:1–13,John 13:21–30,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,144,,,Week of 30th Sunday in Ordinary Time,FALSE,Th,,,,2 Kings 19:1–19,Ezekiel 34:1–16,2 Chronicles 29:20–end,Philippians 2:14–end,John 13:31–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,145,,,Week of 30th Sunday in Ordinary Time,FALSE,F,,,,2 Kings 19:20–36,Ezekiel 34:17–end,2 Chronicles 30,Philippians 3:1–4:1,John 14:1–14,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,146,,,Week of 30th Sunday in Ordinary Time,FALSE,S,,,,2 Kings 20,Ezekiel 36:16–36,2 Chronicles 32:1–22,Philippians 4:2–end,John 14:15–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,147,,,31st Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,148,,,Week of 31st Sunday in Ordinary Time,FALSE,M,,,,2 Kings 21:1–18,Ezekiel 37:1–14,2 Chronicles 33:1–13,1 Timothy 1:1–17,John 15:1–11,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,149,,,Week of 31st Sunday in Ordinary Time,FALSE,T,,,,2 Kings 22:1–23:3,Ezekiel 37:15–end,2 Chronicles 34:1–18,1 Timothy 1:18–end; 1 Timothy 2,John 15:12–17,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,150,,,Week of 31st Sunday in Ordinary Time,FALSE,W,,,,2 Kings 23:4–25,Ezekiel 39:21–end,2 Chronicles 34:19–end,1 Timothy 3,John 15:18–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,151,,,Week of 31st Sunday in Ordinary Time,FALSE,Th,,,,2 Kings 23:36–24:17,Ezekiel 43:1–12,2 Chronicles 35:1–19,1 Timothy 4,John 16:1–15,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,152,,,Week of 31st Sunday in Ordinary Time,FALSE,F,,,,2 Kings 24:18–25:12,Ezekiel 44:4–16,2 Chronicles 35:20–36:10,1 Timothy 5:1–16,John 16:16–22,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,153,,,Week of 31st Sunday in Ordinary Time,FALSE,S,,,,2 Kings 25:22–end,Ezekiel 47:1–12,2 Chronicles 36:11–end,1 Timothy 5:17–end,John 16:23–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,154,,,32nd Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,155,,,Week of 32nd Sunday in Ordinary Time,FALSE,M,,,,Exodus 22:21–27; Exodus 23:1–17,Ecclesiastes 1,Micah 1:1–9,1 Timothy 6:1–10,John 17:1–5,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,156,,,Week of 32nd Sunday in Ordinary Time,FALSE,T,,,,Exodus 29:38–30:16,Ecclesiastes 2,Micah 2,1 Timothy 6:11–end,John 17:6–19,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,157,,,Week of 32nd Sunday in Ordinary Time,FALSE,W,,,,Leviticus 8,Ecclesiastes 3:1–15,Micah 3,2 Timothy 1:1–14,John 17:20–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,158,,,Week of 32nd Sunday in Ordinary Time,FALSE,Th,,,,Leviticus 9,Ecclesiastes 3:16–end; Ecclesiastes 4,Micah 4:1–5:1,2 Timothy 1:15–2:13,John 18:1–11,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,159,,,Week of 32nd Sunday in Ordinary Time,FALSE,F,,,,Leviticus 16:2–24,Ecclesiastes 5,Micah 5:2–end,2 Timothy 2:14–end,John 18:12–27,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,160,,,Week of 32nd Sunday in Ordinary Time,FALSE,S,,,,Leviticus 17,Ecclesiastes 6,Micah 6,2 Timothy 3,John 18:28–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,161,,,33rd Sunday in Ordinary Time,,Su,,,,,,,,,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,162,,,Week of 33rd Sunday in Ordinary Time,FALSE,M,,,,"Leviticus 19:1–18,19:30–end",Ecclesiastes 7:1–14,Micah 7:1–7,2 Timothy 4:1–8,John 19:1–16,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,163,,,Week of 33rd Sunday in Ordinary Time,FALSE,T,,,,Leviticus 23:1–22,Ecclesiastes 7:15–end,Micah 7:8–end,2 Timothy 4:9–end,John 19:17–30,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,164,,,Week of 33rd Sunday in Ordinary Time,FALSE,W,,,,Leviticus 23:23–end,Ecclesiastes 8,Habakkuk 1:1–11,Titus 1,John 19:31–end,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,165,,,Week of 33rd Sunday in Ordinary Time,FALSE,Th,,,,Leviticus 24:1–9,Ecclesiastes 9,Habakkuk 1:12–2:5,Titus 2,John 20:1–10,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,166,,,Week of 33rd Sunday in Ordinary Time,FALSE,F,,,,Leviticus 25:1–24,Ecclesiastes 11:1–8,Habakkuk 2:6–end,Titus 3,John 20:11–18,,,,,,,,,,
6,OrdinaryTimeAfterPentecost.cs,ByDayOfWeek,167,,,Week of 33rd Sunday in Ordinary Time,FALSE,S,,,,"Numbers 6:1–5,6:21–end",Ecclesiastes 11:9–end; Ecclesiastes 12,Habakkuk 3:2–19a,Philemon,John 20:19–end,,,,,,,,,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,1,,,,,Su,,,,,,,,,,,,,,,,,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,2,,,,,M,,,,,,,,,,,,,1,"2, 3",,4,7,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,3,,,,,T,,,,,,,,,,,,,5,6,8,9,10*,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,4,,,,,W,,,,,,,,,,,,,119:1-32,,,11,"12,13",
8,OrdinaryTimePsalms.cs,ByDayOfWeek,5,,,,,Th,,,,,,,,,,,,,15,"14, 16",,18*,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,6,,,,,F,,,,,,,,,,,,,19,17,,22,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,7,,,,,S,,,,,,,,,,,,,23,"20, 21",,24,25,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,8,,,,,Su,,,,,,,,,,,,,,,,,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,9,,,,,M,,,,,,,,,,,,,30,27,,28,"26,29",
8,OrdinaryTimePsalms.cs,ByDayOfWeek,10,,,,,T,,,,,,,,,,,,,36,32,,33,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,11,,,,,W,,,,,,,,,,,,,34,,,119:33-56,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,12,,,,,Th,,,,,,,,,,,,,37,,,40,39,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,13,,,,,F,,,,,,,,,,,,,31,,,35,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,14,,,,,S,,,,,,,,,,,,,42,"41, 43",,46,45,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,15,,,,,Su,,,,,,,,,,,,,,,,,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,16,,,,,M,,,,,,,,,,,,,44,,,47,49,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,17,,,,,T,,,,,,,,,,,,,48,52,,50,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,18,,,,,W,,,,,,,,,,,,,119:57-80,,,59,60,67
8,OrdinaryTimePsalms.cs,ByDayOfWeek,19,,,,,Th,,,,,,,,,,,,,57,56,63*,62,"61, 64",
8,OrdinaryTimePsalms.cs,ByDayOfWeek,20,,,,,F,,,,,,,,,,,,,51,54,,38,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,21,,,,,S,,,,,,,,,,,,,68,,,66,65,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,22,,,,,Su,,,,,,,,,,,,,,,,,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,23,,,,,M,,,,,,,,,,,,,71,,,72,75,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,24,,,,,T,,,,,,,,,,,,,73,,,74,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,25,,,,,W,,,,,,,,,,,,,77,,,119:81-104,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,26,,,,,Th,,,,,,,,,,,,,78:1-39*,,,78:40-end,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,27,,,,,F,,,,,,,,,,,,,55,,,69,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,28,,,,,S,,,,,,,,,,,,,76,79,,84,81,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,29,,,,,Su,,,,,,,,,,,,,,,,,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,30,,,,,M,,,,,,,,,,,,,80,82,,85,86,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,31,,,,,T,,,,,,,,,,,,,89:1-18,87,,89:19-end,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,32,,,,,W,,,,,,,,,,,,,119:105-128,,,91,93,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,33,,,,,Th,,,,,,,,,,,,,92,90,,94,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,34,,,,,F,,,,,,,,,,,,,88,,95,102,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,35,,,,,S,,,,,,,,,,,,,97,"96,100",,104,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,36,,,,,Su,,,,,,,,,,,,,,,,,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,37,,,,,M,,,,,,,,,,,,,98,"99,101",,105*,103,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,38,,,,,T,,,,,,,,,,,,,106*,103,,107*,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,39,,,,,W,,,,,,,,,,,,,111,"110,112",,119:129-152,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,40,,,,,Th,,,,,,,,,,,,,115,113,,116,"114,117",
8,OrdinaryTimePsalms.cs,ByDayOfWeek,41,,,,,F,,,,,,,,,,,,,139,,,130,"131, 137",
8,OrdinaryTimePsalms.cs,ByDayOfWeek,42,,,,,S,,,,,,,,,,,,,121,"120,122",,118,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,43,,,,,Su,,,,,,,,,,,,,,,,,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,44,,,,,M,,,,,,,,,,,,,126,"123,124,125",,127,"128,129",
8,OrdinaryTimePsalms.cs,ByDayOfWeek,45,,,,,T,,,,,,,,,,,,,132,133,,135,,134
8,OrdinaryTimePsalms.cs,ByDayOfWeek,46,,,,,W,,,,,,,,,,,,,119:153-end,,,136,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,47,,,,,Th,,,,,,,,,,,,,143,146,,138,"140, 141",
8,OrdinaryTimePsalms.cs,ByDayOfWeek,48,,,,,F,,,,,,,,,,,,,144,142,,145,,
8,OrdinaryTimePsalms.cs,ByDayOfWeek,49,,,,,S,,,,,,,,,,,,,147,,,148,"149, 150",
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,1,EveningBefore,1st EP of St Paul,,,,,1,24,,,,,,,,Isaiah 49:1-13,Acts 22:3-16,,,,149,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,2,Festival,,The Conversion of Saint Paul,,,,1,25,,,,,,Ezekiel 3:22-27,Philippians 3:1-14,Isaiah 56:1-8,Colossians 1:24-end; Colossians 2:1-7;,"66,147:12-20",,,119:41-56,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,3,EveningBefore,1st EP of the Presentation,,,,,2,1,,,,,,,,1 Samuel 1:19b-28,Hebrews 4:11-16,,,,118,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,4,PrincipalFeast;PrincipalHolyDay,,Presentation of Jesus at the Temple,,,,2,2,,,,,,Exodus 13:1-16,Romans 12:1-5,Haggai 2:1-9,John 2:18-22,"48,146",,,"122,132",,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,5,EveningBefore,1st EP of Joseph,,,,,3,18,,,,,,,,Hosea 11:1-9,Luke 2:41-52,,,,132,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,6,Festival,,St Joseph of Nazereth,,,,3,19,,,,,,Isaiah 11:1-10,Matthew 13:54-58,Genesis 50:22-26,Matthew 2:13-23,"25,147:1-12",,,"1,112",,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,7,EveningBefore,1st EP before the Annunciation,,,,,3,24,,,,,,,,Genesis 3:8-15,Galatians 4:1-5,,,,85,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,8,PrincipalFeast;PrincipalHolyDay,,The Annunciation,,,,3,25,,,,,,1 Samuel 2:1-10,Romans 5:12-21,Isaiah 52:1-12,Hebrews 2:5-18,"111,113",,,"131,146",,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,9,EveningBefore,1st EP of St George,,,,,4,22,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,10,Festival,,St George,,,,4,23,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,11,EveningBefore,1st EP of St Mark,,,,,4,25,,,,,,,,Isaiah 52:7-10,Mark 1:1-15,,,,19,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,12,Festival,,St Mark the Evangelist,,,,4,26,,,,,,Isaiah 62:6-10,Acts 12:25-end; Acts 13:1-13,Ezekiel 1:4-14,2 Timothy 4:1-11,"37:23-41,148",,,45,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,13,EveningBefore,1st EP of St Phillip and St James,,,,,5,1,,,,,,,,Isaiah 40:27-31,John 12:20-26,,,,25,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,14,Festival,,"St Phillip and St James, Apostles",,,,5,2,,,,,,Proverbs 4:10-18,James 1:1-12,Job 23:1-12,John 1:43-51,"139,146",,,149,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,15,EveningBefore,1st EP of St Matthias,,,,,5,13,,,,,,,,Isaiah 22:15-22,"Philippians 3:13b-end,4:1",,,,147,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,16,Festival,,St Matthias the Apostle,,,,5,14,,,,,,1 Samuel 2:27-35,Acts 2:37-47,1 Samuel 16:1-13a,Matthew 7:15-27,16,,,80,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,17,EveningBefore,1st EP of the Visitation of Mary to Elizabeth,,,,,5,30,,,,,,,,Song of Solomon 2:8-14,Luke 1:26-38,,,,45,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,18,Festival,,The Visitation of Mary to Elizabeth,,,,5,31,,,,,,1 Samuel 2:1-10,Mark 3:31-35,Zechariah 2:10-13,John 3:25-30,85,,,122,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,19,EveningBefore,1st EP of St Barnabas,,,,,6,10,,,,,,,,Isaiah 42:5-12,Acts 14:8-28,,,,"1,15",,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,20,Festival,,Barnabas the Apostle,,,,6,11,,,,,,Jeremaiah 9:23-24,Acts 4:32-37,Isaiah 40:12-31,Mark 1:1-13,"100,101,117",,,"97,98",,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,21,EveningBefore,1st EP of St John the Baptist,,,,,6,23,,,,,,,,"Judges 13:2-7,13:24-25",Luke 1:5-25,,,,71,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,22,Festival,,St John the Baptist,,,,6,24,,,,,,Malachi 3:1-6,Luke 3:1-17,Malachi 4,Matthew 11:2-19,"50,149",,,"80,82",,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,23,EveningBefore,1st EP of St Peter and St Paul,,,,,6,28,,,,,,,,Ezekiel 3:4-11,"Galatians 1:13-end,2:1-8",,,,"66,67",,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,24,Festival,,"St Peter and St Paul, Apostles, Martyrs",,,,6,29,,,,,,Isaiah 49:1-6,Acts 11:1-18,Ezekiel 34:11-16,John 21:15-22,"71,113",,,"124,138",,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,25,EveningBefore,1st EP of St Thomas,,,,,7,2,,,,,,,,Isaiah 35,"Hebrews 10:35-end,11:1",,,,27,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,26,Festival,,Thomas the Apostle,,,,7,3,,,,,,2 Samuel 15:17-21,John 11:1-16,Job 42:1-6,1 Peter 1:3-12,"92,146",,,139,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,27,EveningBefore,1st EP of St Mary Magdalene,,,,,7,21,,,,,,,,Isaiah 25:1-9,2 Corinthians 1:3-7,,,,139,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,28,Festival,,St Mary Magdalene,,,,7,22,,,,,,1 Samuel 16:14-23,Luke 8:1-3,Zephaniah 3:14-20,"Mark 15:40-end,16:1-7","30,32,150",,,63,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,29,EveningBefore,1st EP of St James,,,,,7,24,,,,,,,,Deuteronomy 30:11-20,Mark 5:21-43,,,,144,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,30,Festival,,St James the Apostle,,,,7,25,,,,,,2 Kings 1:9-15,Luke 9:46-56,Jeremiah 26:1-15,Mark 1:14-20,"7,29,117",,,94,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,31,EveningBefore,1st EP of the Transfiguration,,,,,8,5,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,32,Festival,,The Transfiguration of the Beloved Son,,,,8,6,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,33,EveningBefore,1st EP of the Blessed Virgin Mary,,,,,8,14,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,34,Festival,,The Blessed Virgin Mary,,,,8,15,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,35,EveningBefore,1st EP of St Bartholomew,,,,,8,23,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,36,Festival,,St Bartholomew the Apostle,,,,8,24,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,37,EveningBefore,1st EP of Holy Cross Day,,,,,9,13,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,38,Festival,,Holy Cross Day,,,,9,14,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,39,EveningBefore,1st EP of St Matthew,,,,,9,20,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,40,Festival,,"St Matthew, Apostle and Evangelist",,,,9,21,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,41,EveningBefore,1st EP of Michaelmas,,,,,9,28,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,42,Festival,,St Michael and All Angels / Michaelmas,,,,9,29,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,43,EveningBefore,1st EP of St Luke,,,,,10,17,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,44,Festival,,St Luke the Evangelist,,,,10,18,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,45,EveningBefore,First EP of St Simon and St Jude,,,,,10,27,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,46,Festival,,"St Simon and St Jude, Apostles",,,,10,28,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,47,EveningBefore,1st EP before All Saints Day,,,,,10,31,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,48,PrincipalFeast;PrincipalHolyDay,,All Saints Day,,,,11,1,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,49,EveningBefore,1st EP of St Andrew,,,,,11,29,,,,,,,,,,,,,,,
9,FeastDaysByDayOfMonth.cs,ByDayOfMonth,50,Festival,,St Andrew the Apostle,,,,11,30,,,,,,,,,,,,,,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,0,,,,,,,12,5,,,,,,Isaiah 64:1-7,Matthew 11:2-11,Isaiah 40:1-11,Luke 1:1-25,80,,,75,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,1,,,,,,2021,12,12,,,,,,Isaiah 25:1-9,1 Corinthians 4:1-5,Isaiah 35,Luke 1:57-66,"12,14",,,50:1-6,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,2,,,,,,2021,12,19,,,,,,Isaiah 32:1-8,Revelation 22:6-21,Isaiah 10:33–11:10,Matthew 1:18-25,144,,,123,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,3,,,,,,2021,12,26,,,,,,Jeremiah 26:12-15,Acts 6,Genesis 4:1-10,Matthew 23:34-39,13,,,86,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,4,,,,,,2022,1,2,,,,,,Isaiah 12,1 Thes 2:1-8,1 Samuel 1:20-end,1 John 4:7-16,87,,,135,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,5,,,,,,2022,1,9,,,,,,Isaiah 42:1-9,Acts 19:1-7,Isaiah 55:1-11,Romans 6:1-11,89:19-29,,,"46,47",,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,6,,,,,,2022,1,16,,,,,,Isaiah 49:1-7,Acts 16:11-15,1 Samuel 3:1-20,Ephesians 4:1-16,145:1-13,,,96,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,7,,,,,,2022,1,23,,,,,,Deuteronomy 30:11-15,3 John 1:5-8,Numbers 9:15-23,1 Corinthians 7:17-24,113,,,33,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,8,,,,,,2022,1,30,,,,,,Micah 6:1-8,1 Corinthians 6:12-20,1 Chronicles on 29:6-19,Acts 7:44-50,"71:1-6,15-17",,,34,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,9,,,,,,2022,2,6,,,,,,Jeremiah 26:1-16,Acts 3:1-10,Hosea 1,Colossians 3:1-22,"3,4",,,2,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,10,,,,,,2022,2,13,,,,,,"Jeremiah 30:1-3,10-22",Acts 6,"Hosea 10:1-8,12",Galatians 4:8-20,7,,,6,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,11,,,,,,2022,2,20,,,,,,Jeremiah 28:1-11,Acts 14:8-17,Genesis 1:1-2:3,Matthew 6:25-end,104:1-26,,,147,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,12,,,,,,2022,2,27,,,,,,Jeremiah 28:1-11,Acts 14:8-17,Genesis 1:1-2:3,Matthew 6:25-end,104:1-26,,,147,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,13,,,,,,2022,3,6,,,,,,Micah 6:1-8,Luke 5:27-39,Jonah 3,Luke 18:9-14,50:1-15,,,119:73-88,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,14,,,,,,2022,3,13,,,,,,"Genesis 17:1-7,15-16",Romans 11:13-24,"Jeremiah 22:1-9,13-17",Luke 14:27-33,119:161-176,,,135,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,15,,,,,,2022,3,20,,,,,,Deuteronomy 6:4-9,"John 17:1a,11b-19",Genesis 28:10-19a,John 1:35-51,"26,28",,,"12,13",,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,16,,,,,,2022,3,27,,,,,,"Genesis 37:3-4,12-36",1 Peter 2:16-25,Isaiah 40:27–41:13,2 Timothy 4:1-18,"84,85",,,30,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,17,,,,,,2022,4,3,,,,,,Isaiah 35:1-10,Romans 7:21–8:4,"2 Chronicles 35:1-6,10-16",Luke 22:1-13,"111,112",,,35,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,18,,,,,,2022,4,10,,,,,,Zechariah 9:9-12,1 Corinthians 2:1-12,Isaiah 5:1-7,Mark 12:1-12,"61,62",,,69:1-19,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,19,,,,,,2022,4,17,,,,,,Ezekiel 47:1-12,John 2:13-22,Isaiah 43:1-21,1 Corinthians 15:1-11,"114,117",,,105,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,20,,,,,,2022,4,24,,,,,,Exodus 12:1-13,1 Peter 1:3-12,Isaiah 52:13-53:12,Luke 24:13-35,136:1-16,,,16,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,21,,,,,,2022,5,1,,,,,,"Exodus 15:1-2,9-18",John 10:1-19,Isaiah 40:27-31,John 12:20-26,80:1-7,,,25,,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,22,,,,,,2022,5,8,,,,,,1 Kings 17:17-24,Luke 7:11-23,Isaiah 63:7-14,Luke 24:36-49,146,,,"113,114",,
10,ManuallyExtractedSundays.cs,ByDayOfMonth,23,,,,,,2022,5,15,,,,,,2 Samuel 7:4-13,"Acts 2:14a,2:22-32",Daniel 6:6-23,Mark 15:46–16:8,16,,,98,,
